park_id,dimensions_x,dimensions_y,batter_left_x,batter_left_y,batter_right_x,batter_right_y,bases_x0,bases_x1,bases_x2,bases_y0,bases_y1,bases_y2,positions_x0,positions_x1,positions_x2,positions_x3,positions_x4,positions_x5,positions_x6,positions_x7,positions_x8,positions_x9,positions_y0,positions_y1,positions_y2,positions_y3,positions_y4,positions_y5,positions_y6,positions_y7,positions_y8,positions_y9,avg,avg_l,avg_r,d,t,hr,hr_r,hr_l,temperature0,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,rain0,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,wind,wind_direction,distances0,distances1,distances2,distances3,distances4,distances5,distances6,wall_heights0,wall_heights1,wall_heights2,wall_heights3,wall_heights4,wall_heights5,wall_heights6,name,picture,picture_night,nation_id,capacity,type,foul_ground,turf,gender,relative_path_3d_model,file_name_3d_model,home_team_dugout_is_at_first_base
227,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0380,1.0250,1.0450,0.9420,0.8800,1.0780,1.0850,1.0650,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,323,347,382,420,372,343,319,9,9,9,9,9,9,9,"Naperville HS Grounds","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
228,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0205,0.9100,1.0800,0.9580,0.9500,1.0105,1.0700,0.9000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,326,355,394,428,402,368,326,7,7,7,7,7,15,15,"Ballpark of Coral Springs HS","default_grass.jpg","default_grass.jpg",0,200,0,0,0,0,"","",1
229,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9635,0.9700,0.9600,1.1000,1.2100,0.8405,0.8300,0.8600,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,341,386,442,441,432,387,340,7,7,7,7,7,7,7,"Black Gold Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
230,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0580,0.9800,1.1000,1.0800,1.2000,0.9410,0.9900,0.8500,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,339,373,428,441,434,382,340,6,6,7,9,13,17,17,"Ballpark of Joliet HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
231,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9965,0.9900,1.0000,0.9580,1.0000,0.9670,0.9600,0.9800,49,53,59,65,73,79,82,81,77,67,59,51,3,3,3,3,3,4,4,5,3,2,3,3,8,6,331,359,397,424,397,355,327,9,9,9,14,9,9,9,"Ballpark of Savannah HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
232,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9780,0.9650,0.9850,1.2140,1.3500,0.9220,0.9150,0.9350,32,37,46,56,65,73,79,78,69,58,46,36,3,3,3,4,3,3,3,3,3,3,3,3,10,6,333,371,425,432,416,368,333,9,9,9,9,9,9,9,"Field of the Mounties","default_turf.jpg","default_turf.jpg",0,300,0,0,1,0,"","",1
233,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0177,1.1250,0.9600,1.0240,1.1000,0.9867,0.9500,1.0550,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,343,383,423,436,401,359,336,15,15,11,7,7,7,7,"Tropicana Field","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
234,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0115,1.0050,1.0150,1.0240,1.0900,0.9685,0.9650,0.9750,58,59,60,63,65,67,71,73,72,68,62,58,3,3,3,2,1,0,0,0,0,1,2,2,7,3,342,369,417,436,414,370,336,10,10,10,10,10,10,10,"Tyrants Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
235,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9945,0.9750,1.0050,1.0940,1.1300,0.9055,0.8950,0.9250,22,28,39,51,62,72,77,75,65,53,38,26,2,3,3,3,4,4,3,3,3,2,3,2,11,6,339,379,422,436,413,373,329,7,7,7,12,7,7,7,"Ballpark of Omaha HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
236,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0245,1.0050,1.0350,1.0820,1.1900,1.0755,1.0650,1.0950,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,323,346,380,420,372,347,317,9,9,9,9,9,9,9,"Ballpark of Hialeah HS","default_turf.jpg","default_turf.jpg",0,200,0,0,1,0,"","",1
237,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0180,1.0200,0.9905,0.9800,1.0100,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,326,359,405,425,393,357,325,9,9,9,9,9,9,9,"Silver Sabres Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
238,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,0.9620,0.8700,1.0650,1.0650,1.0650,20,23,33,45,56,65,70,68,59,48,38,26,3,3,4,4,4,4,3,3,3,3,4,3,7,5,328,344,376,414,377,339,315,10,10,10,10,10,10,10,"Phantoms Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
239,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9870,1.0000,0.9800,1.1080,1.2100,1.0100,1.0100,1.0100,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,333,361,397,422,395,353,324,9,9,9,9,9,9,9,"Ballpark of Chandler HS","default_turf.jpg","default_turf.jpg",0,300,0,0,1,0,"","",1
240,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0320,1.0450,1.0250,0.9120,0.9100,1.0750,1.0750,1.0750,23,28,40,51,62,71,75,73,65,53,40,28,3,3,4,4,4,3,3,3,3,3,3,3,10,8,326,349,382,414,380,343,319,9,9,9,15,9,9,9,"Riptide Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
241,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0017,1.0700,0.9650,0.9580,0.9900,0.9952,0.9550,1.0700,43,47,54,62,70,77,80,79,73,63,53,45,3,3,4,3,3,3,3,4,3,2,3,3,9,6,336,376,409,424,384,350,322,17,17,9,9,9,9,9,"Blue Sox Stadium","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
242,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9780,0.9650,0.9850,1.0940,1.1100,0.9215,0.9250,0.9150,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,342,376,418,437,416,369,333,10,10,10,10,10,10,10,"Marlins Park","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
243,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9988,1.0800,0.9550,0.9980,0.9600,0.9988,0.9550,1.0800,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,341,374,413,425,386,351,330,15,15,11,12,7,7,7,"Counts Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
244,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0310,1.0050,1.0450,0.9420,0.9400,1.0880,1.0950,1.0750,44,49,57,65,73,81,85,84,78,67,55,47,3,3,3,3,3,3,3,2,3,2,3,2,11,3,326,349,376,417,375,339,316,7,7,7,7,7,7,7,"Dallas HS Grounds","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
245,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,1.0440,1.0800,0.9120,0.9050,0.9250,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,335,376,418,432,412,365,329,7,7,7,7,7,7,7,"Ballpark of Santa Rosa HS","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
246,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9965,0.9900,1.0000,1.0080,1.0000,0.9705,0.9600,0.9900,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,329,359,404,431,396,353,330,10,10,10,14,10,10,10,"Ballpark of Ft. Collins HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
247,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9655,0.9850,0.9550,1.2340,1.3100,0.9190,0.9050,0.9450,27,33,44,54,64,74,79,77,68,57,43,31,3,3,3,4,4,3,3,3,3,3,3,3,11,3,335,373,423,436,418,374,329,12,12,12,12,12,12,12,"Ballpark of Kansas City HS","default_turf.jpg","default_turf.jpg",0,400,0,0,1,0,"","",1
248,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0915,1.0850,1.0950,0.9120,0.8900,1.1220,1.1150,1.1350,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,325,342,379,418,372,341,319,9,9,9,9,9,9,9,"Vancouver HS Grounds","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
249,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0280,1.0150,1.0350,0.8820,0.9300,1.0815,1.0850,1.0750,57,58,58,61,63,66,69,71,70,67,62,58,2,3,3,1,0,0,0,0,0,1,1,2,8,6,319,352,380,423,378,346,320,7,7,7,7,7,7,7,"Ballpark of Los Angeles HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
250,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0075,0.9100,1.0600,0.9580,0.9800,1.0010,1.0500,0.9100,57,58,60,63,66,70,74,75,73,69,62,57,2,3,2,1,0,0,0,0,0,1,1,2,6,7,317,355,389,430,403,367,327,9,9,9,9,9,17,17,"Long Beach HS Grounds","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
251,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0185,0.8950,1.0850,0.9220,0.9400,1.0880,1.1650,0.9450,26,28,38,48,59,68,72,70,63,52,42,31,6,5,5,5,4,4,3,3,3,3,5,5,11,1,320,341,374,420,387,351,318,7,7,8,10,14,18,18,"Wolverines Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
252,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,1.0440,1.0700,0.9690,0.9550,0.9950,23,25,34,45,57,66,71,69,61,50,40,29,7,6,6,5,4,4,3,3,4,4,6,7,9,7,340,373,417,430,409,367,331,7,7,7,7,7,7,7,"Syracuse HS Grounds","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
253,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0815,1.0750,1.0850,1.2340,1.3700,1.0250,1.0250,1.0250,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,333,365,410,429,410,363,330,7,7,7,7,7,7,7,"Unicorns Stadium","default_turf.jpg","default_turf.jpg",0,400,0,0,1,0,"","",1
254,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0980,0.9550,1.1750,1.0840,1.1400,1.0150,1.0850,0.8850,40,43,47,51,57,63,68,69,64,54,46,40,6,6,6,5,4,3,3,2,3,4,7,7,8,7,331,353,405,424,412,368,330,10,10,10,10,14,18,18,"U.S. Cellular Field","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
255,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0185,1.0250,1.0150,0.9120,0.8600,1.0880,1.0950,1.0750,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,323,349,382,417,377,340,315,9,9,9,9,9,9,9,"PETCO Park","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
256,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.1090,0.9400,1.2000,1.0180,1.0300,1.0960,1.1800,0.9400,19,25,36,48,60,69,73,71,63,51,37,24,3,3,4,4,4,3,3,3,3,3,3,3,10,7,319,341,377,425,399,354,328,9,9,9,9,13,17,17,"Oil Barons Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
257,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9505,0.9700,0.9400,1.0280,1.0200,0.9300,0.9300,0.9300,40,43,46,50,55,60,66,66,62,53,45,40,6,6,6,4,3,3,3,1,3,3,6,6,8,1,334,363,401,432,397,363,327,10,10,10,10,10,10,10,"Eugene HS Grounds","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
258,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9670,0.9800,0.9600,1.1200,1.1700,0.8395,0.8500,0.8200,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,340,387,438,441,432,382,341,9,9,9,13,9,9,9,"Valiants Stadium","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
259,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.1265,1.2500,1.0600,1.1000,1.1900,0.9795,0.9200,1.0900,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,347,393,431,436,412,360,344,15,15,7,12,7,7,7,"Ballpark of Sunnyvale HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
260,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0995,1.0800,1.1100,1.1000,1.1800,0.9935,0.9900,1.0000,39,44,47,52,58,66,73,73,66,55,44,38,5,4,4,3,3,2,2,1,2,3,4,5,5,6,345,381,428,436,419,370,343,10,10,10,10,10,10,10,"Ballpark of Medford HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
261,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,1.1000,1.1600,0.8705,0.8600,0.8900,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,349,380,433,441,432,383,336,7,7,7,11,7,7,7,"Ballpark of Ontario HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
262,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9685,1.0400,0.9300,1.0180,0.9600,0.9385,0.9000,1.0100,32,34,41,50,60,69,75,74,67,57,47,37,3,3,4,4,4,3,3,3,3,3,3,3,12,3,340,379,412,426,390,347,321,18,18,14,14,10,10,10,"Skeeters Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
263,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9985,1.0050,0.9950,1.0740,1.1200,0.9055,0.8950,0.9250,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,338,377,416,434,412,369,331,10,10,10,15,10,10,10,"Thunder Bats Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
264,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0285,0.9050,1.0950,0.9520,0.8800,1.0920,1.1550,0.9750,40,43,51,59,67,75,79,77,71,60,51,43,3,3,3,3,3,3,3,4,3,3,3,3,8,4,317,339,373,414,383,351,320,6,6,9,9,9,17,17,"Alleycats Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
265,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0120,1.0250,1.0050,1.0620,1.1400,1.0850,1.0850,1.0850,68,69,72,76,80,82,84,84,82,79,74,70,3,3,3,3,3,5,5,5,7,5,3,3,9,5,321,351,385,418,373,342,319,10,10,10,10,10,10,10,"Oil Kings Ballpark","default_turf.jpg","default_turf.jpg",0,400,0,0,1,0,"","",1
266,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0415,1.0350,1.0450,0.9020,0.8700,1.0350,1.0350,1.0350,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,322,348,383,421,380,342,322,7,7,7,13,7,7,7,"Seafarers Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
267,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9922,1.0800,0.9450,1.1380,1.2500,0.9827,0.9250,1.0900,32,35,43,53,64,72,78,76,69,57,47,37,3,3,4,4,3,3,3,3,3,3,3,3,10,8,340,369,407,431,386,345,329,17,17,13,14,9,6,6,"Tyrants Ballpark","default_turf.jpg","default_turf.jpg",0,300,0,0,1,0,"","",1
268,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9875,0.8900,1.0400,0.9680,1.0200,1.0045,1.0500,0.9200,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,318,352,389,429,410,371,327,9,9,9,9,9,17,17,"Cannoneers Ballpark","default_grass.jpg","default_grass.jpg",0,200,0,0,0,0,"","",1
269,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0030,0.9900,1.0100,0.9880,0.9800,0.9970,0.9900,1.0100,27,31,42,52,63,72,75,74,66,55,43,32,4,3,4,4,4,3,3,3,3,3,3,4,10,8,327,363,397,424,396,353,326,7,7,7,7,7,7,7,"Indianapolis HS Grounds","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
270,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9940,1.0200,0.9800,1.0080,1.0000,1.0070,1.0000,1.0200,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,329,357,398,425,392,353,324,9,9,9,9,9,9,9,"Black Knights Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
271,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0565,1.0500,1.0600,0.9680,0.9900,1.0335,1.0300,1.0400,13,20,32,47,59,68,73,71,61,49,33,19,3,3,3,3,4,4,4,3,3,3,3,3,11,7,328,357,397,422,392,352,322,9,9,9,9,9,9,9,"Nuts Stadium","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
272,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.8715,0.8650,0.8750,0.9120,0.9400,0.9250,0.9250,0.9250,53,56,62,67,73,79,82,81,78,69,62,55,3,3,3,3,3,4,4,5,4,3,3,3,8,7,328,360,398,425,390,350,319,7,7,7,7,7,7,7,"Railsplitters Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
273,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9485,0.9550,0.9450,1.1120,1.1400,0.9550,0.9550,0.9550,30,34,44,54,64,72,76,75,67,56,45,35,4,4,4,4,4,4,3,3,3,3,4,4,9,1,320,354,393,426,383,350,322,9,9,9,13,9,9,9,"Ballpark of Cincinnati HS","default_turf.jpg","default_turf.jpg",0,400,0,0,1,0,"","",1
274,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0380,1.0250,1.0450,1.0420,1.1000,1.0885,1.0850,1.0950,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,323,350,382,423,371,343,319,9,9,9,9,9,9,9,"Tritons Ballpark","default_turf.jpg","default_turf.jpg",0,300,0,0,1,0,"","",1
275,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9685,0.9750,0.9650,1.0940,1.0900,0.9310,0.9450,0.9050,16,19,26,36,47,55,58,56,48,34,22,18,3,3,3,3,3,3,3,4,5,4,3,3,7,6,334,377,422,432,415,368,332,7,7,7,7,7,7,7,"Anchorage HS Grounds","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
276,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9785,0.9850,0.9750,1.0240,1.1100,0.9250,0.9250,0.9250,48,53,57,63,70,78,83,82,77,67,55,47,2,3,3,2,1,0,0,0,0,1,2,2,6,7,338,376,417,439,416,369,332,7,7,7,13,7,7,7,"Fighting Falcons Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
277,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0885,1.0950,1.0850,1.0640,1.1000,1.0285,1.0250,1.0350,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,342,368,414,426,408,366,337,12,12,12,12,12,12,12,"Thieves Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
278,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0250,1.0250,1.0250,1.1940,1.3200,0.9755,0.9650,0.9950,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,339,373,415,432,411,371,332,9,9,9,9,9,9,9,"Timber Rattlers Ballpark","default_turf.jpg","default_turf.jpg",0,200,0,0,1,0,"","",1
279,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.1085,1.1150,1.1050,1.0940,1.0500,1.0750,1.0750,1.0750,57,58,58,61,63,66,69,71,70,67,62,58,2,3,3,1,0,0,0,0,0,1,1,2,8,2,340,370,409,425,396,361,337,10,10,10,10,10,10,10,"Field of the Green Dragons","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
280,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9535,0.9600,0.9500,1.0800,1.2300,0.8405,0.8300,0.8600,21,25,35,45,56,66,72,71,63,51,38,26,3,3,4,4,4,4,3,3,3,3,4,3,12,4,349,384,443,441,435,378,338,9,9,9,9,9,9,9,"Ballpark of Milwaukee HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
281,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9630,1.0150,0.9350,1.0640,1.0600,0.9335,0.8950,1.0050,31,34,42,52,63,72,77,76,68,56,46,36,3,3,4,4,4,3,3,3,3,3,3,3,10,5,343,389,424,430,403,362,333,17,17,13,9,9,6,6,"Ballpark of Newark HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
282,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0235,0.9000,1.0900,1.0080,0.9800,0.9875,1.0400,0.8900,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,328,354,396,423,399,361,324,6,6,6,12,10,14,14,"Leafs Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
283,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0332,1.0950,1.0000,1.0940,1.1300,0.9872,0.9400,1.0750,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,349,384,421,427,398,354,336,17,17,9,9,9,9,9,"Ballpark of Paterson HS","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
